#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
14.4%	7900	15.800000000001946	-458098.2308823811	4415.414523523767	-453682.8163588573	306.87795621731266	18.864533888237084	0.9162304265726199	15.6	8:42
14.5%	7950	15.90000000000198	-458151.21660183975	4475.765890135663	-453675.4507117041	311.07246704797416	18.79760518711667	0.919492656615601	15.9	8:31
14.5%	8000	16.00000000000201	-458185.9543948085	4463.16792378528	-453722.7864710232	310.19688942202237	18.79760518711667	0.919492656615601	16.2	8:20
14.6%	8050	16.100000000001955	-458169.16198780655	4497.986980426591	-453671.17500737996	312.6168662741556	18.937455381336942	0.9127023448222575	16.5	8:10
14.7%	8100	16.2000000000019	-458038.57867944596	4326.785709862597	-453711.79296958336	300.7181202487072	18.91898227863821	0.9135935367426766	16.8	8:01
14.8%	8150	16.300000000001845	-458104.8838200586	4350.660481814761	-453754.22333824384	302.3774528397472	18.885286310587325	0.9152236109771519	17.2	7:52
14.9%	8200	16.40000000000179	-458173.2760927404	4416.717385943048	-453756.55870679737	306.96850711674267	18.917476194525026	0.9136662710068801	17.5	7:43
15.0%	8250	16.500000000001734	-458304.0280518563	4508.4555992837995	-453795.5724525725	313.344451043876	18.81302829333379	0.9187388474633621	17.8	7:34
15.1%	8300	16.60000000000168	-458280.15276196797	4443.012900997419	-453837.13986097055	308.79608499750003	18.93786269728208	0.9126827144012248	18.1	7:26
15.2%	8350	16.700000000001623	-458116.5092144118	4407.736071603722	-453708.77314280806	306.34429224995864	18.832019596395796	0.9178123378132577	18.4	7:18
15.3%	8400	16.800000000001567	-458178.2752111054	4410.202984702773	-453768.07222640264	306.5157464239596	18.85742663673672	0.9165757483495188	18.7	7:10
15.4%	8450	16.900000000001512	-458352.44839432853	4457.420046143234	-453895.0283481853	309.7974032732178	18.654174905405153	0.9265625533780587	19	7:03
15.5%	8500	17.000000000001457	-458154.6116071373	4344.28715383634	-453810.324453301	301.93449695103044	18.823386916395528	0.9182332599484628	19.3	6:56
15.5%	8550	17.1000000000014	-458239.94984476705	4388.61240455322	-453851.3374402138	305.0151686017547	18.798307581214132	0.9194583000006834	19.6	6:49
15.6%	8600	17.200000000001346	-458258.25977571483	4461.584534879774	-453796.67524083506	310.0868415095036	18.940203791933932	0.9125699026994608	19.9	6:42
15.7%	8650	17.30000000000129	-458251.3829520487	4499.489645671099	-453751.8933063776	312.7213037707161	18.975645688791303	0.9108654437894949	20.2	6:36
15.8%	8700	17.400000000001235	-457910.510821601	4283.1609384058975	-453627.34988319513	297.68613296104587	18.874673595318562	0.9157382163048414	20.5	6:29
15.9%	8750	17.50000000000118	-458356.1993521634	4549.30356223858	-453806.89578992483	316.1834459605298	18.585456233638475	0.9299884659398198	20.8	6:23
16.0%	8800	17.600000000001124	-458242.34490988735	4470.8664504154585	-453771.4784594719	310.73194861195054	18.633832698193785	0.9275740644160931	21.1	6:17
16.1%	8850	17.70000000000107	-458184.9383646198	4504.091907619964	-453680.84645699983	313.04116790426906	18.53236771184738	0.9326525460890578	21.4	6:12
16.2%	8900	17.800000000001013	-458110.1297708698	4400.286774087581	-453709.8429967822	305.8265548586381	18.53236771184738	0.9326525460890578	21.7	6:06
16.3%	8950	17.900000000000958	-458011.40564977605	4371.28973283479	-453640.11591694126	303.8112168402941	18.53236771184738	0.9326525460890578	22	6:01
16.4%	9000	18.000000000000902	-458251.65304134367	4685.110036445549	-453566.5430048981	325.6222003569016	18.55072562247019	0.9317295874710674	22.3	5:55
16.5%	9050	18.100000000000847	-458011.2105777441	4484.782188010635	-453526.4283897335	311.6991133231487	18.564149567915663	0.9310558433220888	22.6	5:50
16.5%	9100	18.20000000000079	-458140.18377849844	4600.92793220887	-453539.25584628957	319.771417387241	18.668142034984307	0.925869317852961	22.9	5:46
16.6%	9150	18.300000000000736	-458079.6207902172	4638.514984972775	-453441.1058052444	322.3837741367528	18.668142034984307	0.925869317852961	23.2	5:41
16.7%	9200	18.40000000000068	-457960.59628002346	4568.275558226742	-453392.3207217967	317.50202824158004	18.71320022846804	0.9236399824984978	23.5	5:36
16.8%	9250	18.500000000000625	-458054.01506513095	4612.902180234902	-453441.11288489605	320.6036456507236	18.72717567414823	0.9229507018174136	23.8	5:31
16.9%	9300	18.60000000000057	-457927.7748397266	4379.217283520848	-453548.5575562058	304.3621935468718	18.645575167471737	0.9269899038387659	24.1	5:27
17.0%	9350	18.700000000000514	-458050.3666366016	4421.4183149617165	-453628.9483216399	307.2952287601775	18.645575167471737	0.9269899038387659	24.4	5:23
17.1%	9400	18.80000000000046	-458032.9634691802	4432.064176822256	-453600.89929235796	308.0351321854457	18.696545732114313	0.9244627418970031	24.7	5:18
17.2%	9450	18.900000000000404	-458184.0723111947	4668.459633504972	-453515.6126776897	324.464972287515	18.914599836910504	0.9138052129331383	25	5:14
17.3%	9500	19.000000000000348	-458010.2210221556	4565.2669372996315	-453444.95408485597	317.2929245580583	18.910319238033566	0.9140120647328878	25.3	5:10
17.4%	9550	19.100000000000293	-458019.89529736846	4514.007035605609	-453505.88826176286	313.73028422520724	18.730165171805343	0.9228033908388182	25.6	5:07
17.5%	9600	19.200000000000237	-458030.2151215872	4459.010324625298	-453571.2047969619	309.90793002167874	18.730165171805343	0.9228033908388182	25.9	5:03
17.5%	9650	19.300000000000182	-458050.5005674389	4559.979329033755	-453490.52123840514	316.9254278237732	18.775729696470595	0.9205639520237741	26.2	4:59
17.6%	9700	19.400000000000126	-457980.23106801143	4516.0356493918225	-453464.1954186196	313.8712759371634	18.68698745750131	0.9249355986791161	26.5	4:55
17.7%	9750	19.50000000000007	-457997.43223988643	4481.733568139374	-453515.69867174706	311.48722965279535	18.68698745750131	0.9249355986791161	26.8	4:52
17.8%	9800	19.600000000000016	-458152.2949176406	4542.68872136157	-453609.60619627906	315.7237045617949	18.609213719619746	0.9288011945013166	27	4:48
17.9%	9850	19.69999999999996	-458030.379523506	4459.911665646243	-453570.46785785974	309.9705745794861	18.60037622283536	0.9292424908208856	27.3	4:45
18.0%	9900	19.799999999999905	-458041.3133997214	4515.884731912985	-453525.4286678084	313.86078694519756	18.5326059280876	0.9326405578676591	27.6	4:42
18.1%	9950	19.89999999999985	-458066.5234083469	4586.628631391679	-453479.89477695525	318.77759445470826	18.707339846759172	0.9239293279053463	27.9	4:39
18.2%	10000	19.999999999999794	-457993.10867718817	4486.871619613841	-453506.2370575743	311.84433196493916	18.798996406465896	0.9194246095801264	28.2	4:35
18.3%	10050	20.09999999999974	-458022.3119654411	4529.658059522044	-453492.65390591905	314.81805394798084	18.649569108948803	0.9267913821783386	28.5	4:32
18.4%	10100	20.199999999999683	-458254.0385734883	4663.998915785924	-453590.0396577024	324.15494569101065	18.688943116640772	0.9248388110359796	28.8	4:29
18.5%	10150	20.299999999999628	-458099.22403091844	4475.624611876439	-453623.599419042	311.06264799628207	18.792600566770595	0.9197375248892075	29.1	4:26
18.5%	10200	20.399999999999572	-458157.10646312643	4691.232632579282	-453465.87383054715	326.0477300049684	18.7469360581987	0.9219778569604757	29.3	4:23
18.6%	10250	20.499999999999517	-457950.4032389413	4644.885363968322	-453305.51787497295	322.82652506672054	18.813266787323965	0.9187272006985479	29.6	4:21
18.7%	10300	20.59999999999946	-457940.2663774445	4630.015800838359	-453310.25057660614	321.79306804499436	18.98599811853553	0.9103687793289592	29.9	4:18
18.8%	10350	20.699999999999406	-457764.48332144134	4522.286601471715	-453242.1967199696	314.3057265167114	19.037676549548653	0.9078975518114306	30.2	4:15
18.9%	10400	20.79999999999935	-457864.4368049078	4601.745830578962	-453262.69097432884	319.8282625552021	19.192336784330138	0.9005813166859957	30.5	4:12
19.0%	10450	20.899999999999295	-457826.55463130743	4491.714790283004	-453334.8398410244	312.1809396172096	19.341512064704204	0.893635403152098	30.8	4:10
19.1%	10500	20.99999999999924	-457777.03347957035	4313.477381444536	-453463.5560981258	299.793171389694	19.302067771347676	0.8954615710742744	31	4:07
19.2%	10550	21.099999999999184	-457943.73604808666	4526.748063004576	-453416.9879850821	314.61580480939546	19.21295878386508	0.8996146885001555	31.3	4:05
19.3%	10600	21.19999999999913	-457989.8925917732	4618.536861142609	-453371.3557306306	320.99526445608865	19.177305707308186	0.9012871878517499	31.6	4:02
19.4%	10650	21.299999999999073	-457880.3840387087	4519.719540097751	-453360.66449861095	314.1273118868438	19.17594069944868	0.9013513445006657	31.9	4:00
19.5%	10700	21.399999999999018	-457891.8392239529	4403.091484887991	-453488.7477390649	306.021486481394	19.034114301251222	0.9080674654967745	32.2	3:57
19.5%	10750	21.499999999998963	-457973.9582873819	4487.289443315007	-453486.6688440669	311.8733713411494	19.010830020691937	0.9091796577372171	32.4	3:55
19.6%	10800	21.599999999998907	-457903.93550479243	4428.385259937495	-453475.55024485494	307.7794419238238	18.937246824278763	0.9127123964690357	32.7	3:53
19.7%	10850	21.69999999999885	-457890.9255142646	4440.907061674399	-453450.0184525902	308.64972599448294	18.88584341308024	0.9151966133290143	33	3:51
19.8%	10900	21.799999999998796	-457908.2254095007	4362.684465398081	-453545.5409441026	303.21313779933166	18.908322501655196	0.9141085852539313	33.3	3:49
19.9%	10950	21.89999999999874	-457954.6331385946	4465.030221146997	-453489.6029174476	310.32632189210824	18.9184022737953	0.9136215459089948	33.5	3:46
20.0%	11000	21.999999999998685	-458035.1630420857	4515.587058399105	-453519.5759836866	313.8400981878741	19.052846121177517	0.9071746982883255	33.8	3:44
20.1%	11050	22.09999999999863	-457953.1463030903	4458.686188318301	-453494.460114772	309.8854020603973	19.014293044358084	0.9090140712142695	34.1	3:42
20.2%	11100	22.199999999998575	-457918.37575571245	4400.563672917895	-453517.81208279455	305.8457997441801	19.065396381313484	0.9065775285141137	34.4	3:40
20.3%	11150	22.29999999999852	-457854.9913995498	4440.143491907045	-453414.8479076428	308.5966567461968	19.03982657258496	0.907795029835006	34.6	3:38
20.4%	11200	22.399999999998464	-457866.154593388	4502.223508238443	-453363.9310851496	312.911311334621	19.0822511076617	0.9057767783263955	34.9	3:36
20.5%	11250	22.49999999999841	-457801.10272136	4445.361917388975	-453355.740803971	308.9593451728519	19.049541333277535	0.9073320784537386	35.2	3:35
20.5%	11300	22.599999999998353	-457885.7036912311	4601.0632545994595	-453284.6404366316	319.7808224970973	19.09664732445334	0.905093948579159	35.4	3:33
20.6%	11350	22.699999999998298	-457828.53027402796	4533.163065927103	-453295.36720810086	315.06165716946384	19.09105133666538	0.9053592506096176	35.7	3:31
20.7%	11400	22.799999999998242	-457959.9196856963	4653.881664872635	-453306.0380208237	323.45178152233143	19.181753620091374	0.9010781951348394	36	3:29
20.8%	11450	22.899999999998187	-457822.66881362256	4479.853708588518	-453342.81510503404	311.35657658412674	18.978492639916336	0.9107288054668867	36.3	3:27
20.9%	11500	22.99999999999813	-457920.76167203556	4521.575266471598	-453399.18640556396	314.256287663381	18.91712490410991	0.9136832377608264	36.5	3:25
21.0%	11550	23.099999999998076	-458031.2182150043	4573.275820841081	-453457.9423941632	317.8495540205218	18.91712490410991	0.9136832377608264	36.8	3:24
21.1%	11600	23.19999999999802	-457915.21141642076	4449.849213496491	-453465.36220292427	309.27121900736506	18.95982840618292	0.9116253354843972	37.1	3:22
21.2%	11650	23.299999999997965	-458068.3333802828	4538.0659358232515	-453530.26744445955	315.4024140078792	18.897388666342316	0.9146374791083005	37.3	3:20
21.3%	11700	23.39999999999791	-458088.8070130953	4633.050239160657	-453455.75677393464	322.00396607634633	18.897388666342316	0.9146374791083005	37.6	3:19
21.4%	11750	23.499999999997854	-458105.207839765	4615.9269463391975	-453489.2808934258	320.8138714483642	18.72642329952065	0.9229877833614677	37.9	3:17
21.5%	11800	23.5999999999978	-458216.2871115174	4708.876254813746	-453507.41085670365	327.27398831044263	18.670871314919218	0.9257339756662497	38.1	3:15
21.5%	11850	23.699999999997743	-458020.8645949099	4503.854655053467	-453517.0099398564	313.0246784937446	18.748594560529046	0.9218962987178374	38.4	3:14
21.6%	11900	23.799999999997688	-457962.5807120971	4536.323337637819	-453426.2573744593	315.2813008107367	18.828679267278893	0.9179751636404083	38.7	3:12
21.7%	11950	23.899999999997632	-457916.7258056823	4468.595044150599	-453448.1307615317	310.57408245723605	18.94509043293943	0.9123345170979669	38.9	3:11
21.8%	12000	23.999999999997577	-457856.2711991873	4438.14217254892	-453418.1290266384	308.45756203808105	19.045763886335354	0.9075120344169517	39.2	3:09
21.9%	12050	24.09999999999752	-457924.98601028416	4583.917179403972	-453341.0688308802	318.5891444598243	19.022632750196557	0.9086155506700047	39.5	3:08
22.0%	12100	24.199999999997466	-457988.10124465916	4594.364430228248	-453393.7368144309	319.3152441190891	19.022632750196557	0.9086155506700047	39.7	3:06
22.1%	12150	24.29999999999741	-457955.93986959127	4505.1056655664	-453450.83420402487	313.1116256076271	19.348804742632733	0.893298586730236	40	3:05
22.2%	12200	24.399999999997355	-458075.1805118618	4466.719984852243	-453608.46052700956	310.4437630133424	19.25952425620141	0.8974396097010401	40.3	3:03
22.3%	12250	24.4999999999973	-458068.30483362277	4455.386887340341	-453612.9179462824	309.6560956757605	19.176762528886147	0.9013127166526496	40.5	3:02
22.4%	12300	24.599999999997245	-457964.0794630714	4394.600233901292	-453569.47922917013	305.4313317553442	19.14527107067603	0.902795257779695	40.7	3:01
22.5%	12350	24.69999999999719	-458042.6403598553	4432.001195474528	-453610.6391643808	308.03075488696834	19.3574908612653	0.8928977446193315	41	2:59
22.5%	12400	24.799999999997134	-457989.936233047	4381.913254288025	-453608.02297875896	304.54956757362413	19.174752985332606	0.9014071756092191	41.3	2:58
22.6%	12450	24.89999999999708	-458032.00996351574	4456.933516634628	-453575.0764468811	309.7635887399628	19.174752985332606	0.9014071756092191	41.5	2:56
22.7%	12500	24.999999999997023	-458131.10905158764	4543.862735919189	-453587.24631566845	315.8053003408756	19.147886349589516	0.9026719511463802	41.8	2:55
22.8%	12550	25.099999999996967	-458068.7247742439	4481.28136649169	-453587.4434077522	311.4558009575505	19.147886349589516	0.9026719511463802	42.1	2:54
22.9%	12600	25.199999999996912	-458069.8395986703	4576.903578407946	-453492.93602026236	318.1016886325362	19.154726504196624	0.9023496069090982	42.3	2:53
23.0%	12650	25.299999999996857	-458005.8640371857	4564.331273540854	-453441.5327636448	317.2278945183032	19.15058117600034	0.9025449291937875	42.6	2:51
23.1%	12700	25.3999999999968	-458045.6215936602	4653.679638901725	-453391.9419547585	323.43774041322945	19.027349578928014	0.9083903073213463	42.8	2:50
23.2%	12750	25.499999999996746	-458049.63751518796	4659.402782024816	-453390.23473316315	323.83550747573196	19.125728670047653	0.9037177212798996	43.1	2:49
23.3%	12800	25.59999999999669	-458010.0944940528	4560.158244301565	-453449.93624975125	316.93786270421964	19.17237028723696	0.9015192004203691	43.4	2:48
23.4%	12850	25.699999999996635	-457920.49346615514	4544.817879432812	-453375.6755867223	315.87168425291685	19.033450058299138	0.9080991558845982	43.6	2:47
23.5%	12900	25.79999999999658	-457837.0460204911	4417.875694544986	-453419.1703259461	307.04901130826033	19.116037977517884	0.9041758523309534	43.9	2:45
23.5%	12950	25.899999999996524	-457913.28441351076	4453.731243650196	-453459.55316986056	309.54102594693916	18.999278296362448	0.909732446775218	44.1	2:44
23.6%	13000	25.99999999999647	-458096.7660808152	4601.807654486736	-453494.9584263285	319.83255940986027	19.034684516582516	0.9080402628399497	44.4	2:43
23.7%	13050	26.099999999996413	-457871.6328538566	4491.22509052651	-453380.4077633301	312.146904746954	19.174737130738304	0.9014079209359985	44.6	2:42
23.8%	13100	26.199999999996358	-457899.8946310454	4509.828494802583	-453390.0661362428	313.43986934914716	19.148471224222998	0.9026443797585446	44.9	2:41
23.9%	13150	26.299999999996302	-457831.0876423526	4450.493518173695	-453380.5941241789	309.3159991523476	19.138765188748422	0.9031021469281847	45.2	2:40
24.0%	13200	26.399999999996247	-458063.50146202074	4565.509061116958	-453497.9924009038	317.30975252784845	19.002955778743782	0.9095563938977764	45.4	2:39
24.1%	13250	26.49999999999619	-457994.4294601042	4361.532128747553	-453632.89733135665	303.13304866742703	18.89963798328624	0.9145286246645737	45.7	2:37
24.2%	13300	26.599999999996136	-457879.84963091207	4440.676949908957	-453439.1726810031	308.63373288038133	19.1105012587163	0.9044378113122363	45.9	2:36
24.3%	13350	26.69999999999608	-457996.0856088044	4514.57602766715	-453481.5095811373	313.7698300300279	18.9753476606857	0.9108797499043302	46.2	2:35
24.4%	13400	26.799999999996025	-458011.3252246722	4559.766361149959	-453451.55886352225	316.91062623525397	19.06026436687044	0.9068216263335627	46.4	2:34
24.5%	13450	26.89999999999597	-457880.1373101384	4465.14191860077	-453414.9953915376	310.3340850332914	19.11005698737855	0.9044588377171606	46.7	2:33
24.5%	13500	26.999999999995914	-457992.49945392436	4592.3600476793945	-453400.13940624497	319.17593651460646	18.926464955597616	0.9132323427572344	46.9	2:32
24.6%	13550	27.09999999999586	-457842.1002924895	4406.280847878195	-453435.8194446113	306.24315201038445	18.934322816193873	0.9128533457098595	47.2	2:31
24.7%	13600	27.199999999995804	-458082.1147390066	4632.38802595064	-453449.726713056	321.95794126137434	18.777523776342427	0.9204759976546713	47.4	2:30
24.8%	13650	27.299999999995748	-457981.9623440501	4512.611276201438	-453469.3510678487	313.63327684548307	18.81126664148426	0.9188248862198538	47.7	2:29
24.9%	13700	27.399999999995693	-457949.59626728896	4453.033869498409	-453496.56239779055	309.49255739358387	18.908220009984294	0.9141135401632904	47.9	2:28
25.0%	13750	27.499999999995637	-457928.4844003935	4443.706472454593	-453484.7779279389	308.8442892578553	19.030244620962225	0.908252115291998	48.2	2:28
25.1%	13800	27.599999999995582	-458065.42296593246	4509.6847329214215	-453555.73823301104	313.42987768199157	19.102989666005136	0.9047934503294757	48.4	2:27
25.2%	13850	27.699999999995526	-457896.98076318303	4379.350446245633	-453517.6303169374	304.3714485567036	19.11990378155983	0.9039930393469288	48.6	2:26
25.3%	13900	27.79999999999547	-457891.72099001374	4381.58483360149	-453510.13615641225	304.5267418415152	19.04651971335358	0.9074760214274241	48.9	2:25
25.4%	13950	27.899999999995416	-458099.88407595124	4558.004796259571	-453541.87927969167	316.78819482356505	19.04651971335358	0.9074760214274241	49.1	2:24
25.5%	14000	27.99999999999536	-457976.09886918264	4402.905700259609	-453573.193168923	306.00857417004687	18.932250490370308	0.9129532667183209	49.4	2:23
25.5%	14050	28.099999999995305	-458102.5096360649	4594.545488747768	-453507.9641473171	319.3278279587558	19.015759311931664	0.9089439789379272	49.6	2:22
25.6%	14100	28.19999999999525	-457874.7851300994	4325.270723919617	-453549.5144061798	300.6128264450557	19.15136334734921	0.9025080678606344	49.9	2:21
25.7%	14150	28.299999999995194	-457908.0428754522	4275.057746409439	-453632.98512904276	297.12294891899006	19.12923085876171	0.9035522682082351	50.1	2:20
25.8%	14200	28.39999999999514	-457992.78750435845	4436.565382873523	-453556.2221214849	308.34797278198914	19.12923085876171	0.9035522682082351	50.4	2:19
25.9%	14250	28.499999999995083	-458095.6995067587	4567.376763115637	-453528.3227436431	317.4395606283391	19.154095643105226	0.902379326780422	50.6	2:19
26.0%	14300	28.599999999995028	-457958.81179783534	4323.264590900857	-453635.5472069345	300.4733971802795	18.958606011183928	0.9116841143972768	50.9	2:18
26.1%	14350	28.699999999994972	-458175.37039158534	4453.983221365139	-453721.3871702202	309.5585387774474	18.958606011183928	0.9116841143972768	51.1	2:17
26.2%	14400	28.799999999994917	-457942.82839939784	4282.215103347786	-453660.61329605005	297.6203960006754	18.958606011183928	0.9116841143972768	51.4	2:16
26.3%	14450	28.89999999999486	-458116.12935031654	4494.102901285514	-453622.026449031	312.34691692687466	19.05130259729059	0.9072481969800434	51.6	2:15
26.4%	14500	28.999999999994806	-457982.54084131384	4453.20691601187	-453529.33392530197	309.50458438676844	19.071717500004407	0.9062770529979333	51.8	2:14
26.5%	14550	29.09999999999475	-458015.3827765984	4452.421459861565	-453562.9613167368	309.4499940019202	19.057593125623068	0.9069487325907015	52.1	2:14
26.5%	14600	29.199999999994695	-458074.19576487964	4453.288703621365	-453620.9070612583	309.510268748749	19.057593125623068	0.9069487325907015	52.3	2:13
26.6%	14650	29.29999999999464	-457866.0141487626	4370.543344932608	-453495.47080383	303.75934175750257	19.113632559751633	0.9042896413060324	52.6	2:12
26.7%	14700	29.399999999994584	-457970.0072041084	4555.193620153703	-453414.8135839547	316.59281385234715	19.07795004648903	0.9059809827258658	52.8	2:11
26.8%	14750	29.49999999999453	-457977.80465232575	4500.338197670411	-453477.46645465534	312.78027941205295	18.985417323279858	0.9103966290126898	53	2:11
26.9%	14800	29.599999999994473	-457951.9012047231	4525.2003830662	-453426.7008216569	314.5082387238474	19.001634045249762	0.9096196616750452	53.3	2:10
27.0%	14850	29.699999999994418	-457970.70866348356	4533.1052621454	-453437.60340133816	315.0576397196194	18.842729261970483	0.9172906796680048	53.5	2:09
27.1%	14900	29.799999999994363	-457902.3406643077	4564.440091876313	-453337.9005724314	317.2354575564294	19.01849201947616	0.908813375624782	53.8	2:08
27.2%	14950	29.899999999994307	-458080.38043547515	4635.571219719481	-453444.80921575567	322.17917802019304	18.923163246070022	0.9133916833435719	54	2:08
27.3%	15000	29.99999999999425	-458103.54294323915	4605.461515717674	-453498.0814275215	320.0865082658234	18.92821422072007	0.913147945704916	54.2	2:07
27.4%	15050	30.099999999994196	-457832.776729194	4293.246576291975	-453539.530152902	298.38709997674454	19.07030712042173	0.9063440783816213	54.5	2:06
27.5%	15100	30.19999999999414	-458043.4171189775	4446.565036073327	-453596.8520829042	309.0429637325531	19.027619901405778	0.9083774019595655	54.7	2:06
27.5%	15150	30.299999999994085	-457968.4327439775	4457.646041286178	-453510.78670269134	309.8131102758587	19.027619901405778	0.9083774019595655	54.9	2:05
27.6%	15200	30.39999999999403	-458095.3193209236	4573.324377426412	-453521.9949434972	317.8529287762979	18.993999132291936	0.9099852964680787	55.2	2:04
27.7%	15250	30.499999999993975	-457948.1921300211	4460.388872105628	-453487.8032579155	310.0037411467856	18.807099093935758	0.9190284926550059	55.4	2:03
27.8%	15300	30.59999999999392	-458125.24995367473	4570.731471919455	-453554.5184817553	317.67271794028227	18.91174350327198	0.9139432294289898	55.6	2:03
27.9%	15350	30.699999999993864	-458093.1654810185	4452.479115327937	-453640.68636569055	309.45400114362576	18.91174350327198	0.9139432294289898	55.9	2:02
28.0%	15400	30.79999999999381	-458132.4220571982	4518.149693031795	-453614.2723641664	314.0182051525593	18.9254989541229	0.9132789562595786	56.1	2:01
28.1%	15450	30.899999999993753	-458258.33922925184	4595.09993730532	-453663.2392919465	319.36636296815584	18.843509014729737	0.9172527217729041	56.3	2:01
28.2%	15500	30.999999999993697	-458129.23543068155	4528.1545336432755	-453601.0808970383	314.71355663604373	18.88557835642865	0.9152094579952086	56.5	2:00
28.3%	15550	31.099999999993642	-458137.64363380655	4523.690922934562	-453613.952710872	314.4033289724026	18.88557835642865	0.9152094579952086	56.8	2:00
28.4%	15600	31.199999999993587	-458026.17878413305	4448.667809892446	-453577.5109742406	309.1891096784344	19.010587397577822	0.9091912611661505	57	1:59
28.5%	15650	31.29999999999353	-457970.9878469108	4394.0602683527395	-453576.92757855804	305.3938033368719	19.019469340528534	0.9087666759809184	57.2	1:58
28.5%	15700	31.399999999993476	-458138.4993320781	4595.307687625289	-453543.1916444528	319.38080192813476	18.903603978602987	0.9143367556301529	57.4	1:58
28.6%	15750	31.49999999999342	-458020.72150004684	4442.670630058041	-453578.0508699888	308.7722966519689	18.903603978602987	0.9143367556301529	57.7	1:57
28.7%	15800	31.599999999993365	-458066.7599988938	4533.201815770939	-453533.55818312283	315.0643503419432	19.08983751193397	0.9054168177548861	57.9	1:57
28.8%	15850	31.69999999999331	-457958.52512723557	4478.793154633255	-453479.7319726023	311.28286648770984	19.041504617918648	0.9077150297906648	58.1	1:56
28.9%	15900	31.799999999993254	-457880.9727703586	4498.2371021434665	-453382.73566821514	312.6342501100042	19.12694522649377	0.9036602409239787	58.3	1:55
29.0%	15950	31.8999999999932	-457844.30380130355	4500.009567165747	-453344.2942341378	312.7574390972683	19.247489940712104	0.898000725536352	58.6	1:55
29.1%	16000	31.999999999993143	-457772.5093660278	4423.364016174921	-453349.14534985286	307.4304579234954	19.266625050913337	0.8971088546041821	58.8	1:54
29.2%	16050	32.099999999993265	-457854.72535399237	4425.663413598202	-453429.06194039417	307.59026950585724	18.980006235346636	0.9106561777268796	59	1:54
29.3%	16100	32.19999999999339	-457935.8153852732	4469.431562641577	-453466.3838226316	310.63222175162883	19.03829611897564	0.9078680058078165	59.3	1:53
29.4%	16150	32.29999999999351	-457923.1403600738	4415.414318418363	-453507.72604165546	306.8779419621784	18.963400219212616	0.9114536281316101	59.5	1:52
29.5%	16200	32.39999999999363	-457922.8239538238	4309.1143566068495	-453613.709597217	299.48993459550826	18.963400219212616	0.9114536281316101	59.7	1:52
29.5%	16250	32.499999999993754	-457765.63229628984	4195.995031161234	-453569.6372651286	291.6279711906029	19.11541891393675	0.9042051345739237	59.9	1:51
29.6%	16300	32.59999999999388	-457935.93210097734	4469.482941510156	-453466.4491594672	310.63579266033923	19.11541891393675	0.9042051345739237	60.2	1:51
29.7%	16350	32.699999999994	-458062.77041797055	4484.08945338917	-453578.6809645814	311.650967224135	18.94790722511679	0.9121988896273251	60.4	1:50
29.8%	16400	32.79999999999412	-457967.6664140643	4454.757496560458	-453512.90891750384	309.6123520690927	18.94790722511679	0.9121988896273251	60.6	1:50
29.9%	16450	32.89999999999424	-457957.56408039393	4433.109556717798	-453524.45452367613	308.10778766186934	19.071796137790006	0.9062733161909713	60.8	1:49
30.0%	16500	32.999999999994365	-457978.06441702595	4543.140016510151	-453434.9244005158	315.7550702539874	19.17805505174361	0.901251971843812	61	1:48
30.1%	16550	33.09999999999449	-458002.4034630642	4546.8932386855595	-453455.51022437867	316.01592484516624	19.182856486061745	0.9010263901036762	61.3	1:48
30.2%	16600	33.19999999999461	-457910.50960604846	4403.812410334125	-453506.69719571434	306.0715918851599	19.263574748952852	0.8972509078281361	61.5	1:47
30.3%	16650	33.29999999999473	-457959.9241345504	4558.982868527528	-453400.94126602286	316.85617231854866	19.035013500313116	0.9080245691041295	61.7	1:47
30.4%	16700	33.399999999994854	-457965.80335747387	4407.312826947076	-453558.4905305268	306.31487610918197	19.126178033928717	0.9036964887000343	61.9	1:46
30.5%	16750	33.49999999999498	-457890.48266870587	4427.500147608109	-453462.98252109776	307.71792528451	18.983322534623806	0.9104970902742778	62.2	1:46
30.5%	16800	33.5999999999951	-458117.21319246414	4616.913072952069	-453500.3001195121	320.88240873244416	18.950806086834802	0.9120593526372764	62.4	1:45
30.6%	16850	33.69999999999522	-458029.16552471	4424.390746868128	-453604.77477784187	307.5018172522828	18.788876448926874	0.9199198248227501	62.6	1:45
30.7%	16900	33.79999999999534	-457950.2301537612	4332.1890491331	-453618.0411046281	301.0936604620317	18.906831413460672	0.9141806764727177	62.8	1:44
30.8%	16950	33.899999999995465	-458220.08372175967	4563.512633973383	-453656.5710877863	317.1709978360085	18.71059394929827	0.92376864028741	63	1:44
30.9%	17000	33.99999999999559	-458273.9558714882	4528.563925229013	-453745.3919462592	314.74200996753825	18.705281387429853	0.9240310035179857	63.3	1:43
31.0%	17050	34.09999999999571	-458146.13962638547	4327.251554493792	-453818.8880718917	300.7504971518438	18.713271943232215	0.9236364428383183	63.5	1:43
31.1%	17100	34.19999999999583	-458124.5839319514	4369.564007879235	-453755.01992407214	303.6912763580285	18.654647969603083	0.9265390566295885	63.7	1:42
