#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
13.8%	7600	15.200000000001745	718506.0496364741	4525.882330796681	723031.9319672708	314.5556351176995	18.91193782971673	0.9139338383586468	339	0:24
13.9%	7650	15.300000000001779	718531.2165712974	4498.245913320687	723029.4624846181	312.63486250008503	19.044243451581288	0.9075844874309226	338	0:24
14.0%	7700	15.400000000001812	718541.1638251065	4491.281922636554	723032.445747743	312.15085466415536	19.08015103934439	0.9058764731931078	337	0:24
14.1%	7750	15.500000000001846	718468.7660045183	4572.049552438781	723040.815556957	317.7643265205743	19.08658272728487	0.9055712160985588	337	0:24
14.2%	7800	15.600000000001879	718494.1698267211	4543.955865880474	723038.1256926015	315.81177301338005	19.099354956958983	0.9049656373455411	337	0:24
14.3%	7850	15.700000000001912	718383.504651057	4648.3032379914075	723031.8078890484	323.0640724564899	19.100621946517304	0.9049056088283355	336	0:24
14.4%	7900	15.800000000001946	718470.4729127757	4484.298345569521	722954.7712583452	311.66548554512946	19.100621946517304	0.9049056088283355	336	0:24
14.5%	7950	15.90000000000198	718479.8976272163	4593.718315494247	723073.6159427105	319.27033817243426	19.027978382500645	0.9083602884165995	336	0:24
14.5%	8000	16.00000000000201	718497.0631940064	4686.611881170422	723183.6750751769	325.72658082611224	19.138042500512565	0.9031362497523029	335	0:24
14.6%	8050	16.100000000001955	718695.9302158376	4593.123303312808	723289.0535191504	319.22898393011087	19.15236504564441	0.9024608652937021	334	0:24
14.7%	8100	16.2000000000019	718585.7373447772	4700.262157231569	723285.9995020088	326.67529556107763	19.208332939874506	0.8998313380768603	334	0:24
14.8%	8150	16.300000000001845	718725.9512119647	4524.391763004009	723250.3429749687	314.45203841225276	19.208332939874506	0.8998313380768603	333	0:24
14.9%	8200	16.40000000000179	718503.9373763482	4742.842820474878	723246.7801968231	329.63471575613914	19.28152462026623	0.896415624382013	333	0:24
15.0%	8250	16.500000000001734	718664.7479232232	4469.815843569115	723134.5637667923	310.65892985457765	19.28152462026623	0.896415624382013	332	0:24
15.1%	8300	16.60000000000168	718534.9455867782	4491.27921152208	723026.2247983003	312.1506662376182	19.299351832271537	0.895587586657243	330	0:24
15.2%	8350	16.700000000001623	718523.3928019872	4536.798510381021	723060.1913123683	315.3143260317	19.370101770067535	0.8923164233562437	329	0:24
15.3%	8400	16.800000000001567	718475.1109653083	4547.16780808568	723022.278773394	316.03500783180317	19.419755944090262	0.8900348686808796	329	0:24
15.4%	8450	16.900000000001512	718492.1759067145	4457.724541509524	722949.900448224	309.8185661595531	19.419755944090262	0.8900348686808796	328	0:24
15.5%	8500	17.000000000001457	718488.0738511027	4382.9595361258835	722871.0333872286	304.6222857363965	19.448064991737645	0.8887393135952696	326	0:24
15.5%	8550	17.1000000000014	718430.1501058557	4355.554809000343	722785.704914856	302.71761594691833	19.279086736690722	0.8965289781397586	326	0:24
15.6%	8600	17.200000000001346	718289.1047411674	4526.841336933896	722815.9460781013	314.62228748789494	19.238810407655496	0.8984058559377124	326	0:24
15.7%	8650	17.30000000000129	718376.3469270257	4425.0085389614105	722801.3554659871	307.5447547327716	19.339598347634922	0.8937238313238721	326	0:24
15.8%	8700	17.400000000001235	718299.394190923	4482.928871354088	722782.323062277	311.5703050255915	19.179531160107572	0.9011826090652032	326	0:24
15.9%	8750	17.50000000000118	718467.1466323292	4414.325580211822	722881.472212541	306.80227301786994	19.179531160107572	0.9011826090652032	325	0:24
16.0%	8800	17.600000000001124	718503.2546311344	4364.277028786484	722867.5316599209	303.3238233522228	19.102195704272933	0.9048310570730267	325	0:24
16.1%	8850	17.70000000000107	718255.8517991032	4505.156575691653	722761.0083747949	313.1151639379708	19.102195704272933	0.9048310570730267	325	0:24
16.2%	8900	17.800000000001013	718444.2998653768	4312.474285807926	722756.7741511847	299.7234547329196	19.14101158271414	0.9029961586315622	326	0:24
16.3%	8950	17.900000000000958	718417.4260615084	4412.690148892347	722830.1162104007	306.68860807923727	19.14127783165975	0.9029835982488521	325	0:24
16.4%	9000	18.000000000000902	718239.8112758936	4447.052118899301	722686.8633947929	309.07681672219815	18.995543988306753	0.9099112898347594	324	0:24
16.5%	9050	18.100000000000847	718320.0403460051	4311.836257929914	722631.876603935	299.6791108349297	18.870577192880912	0.9159370036669435	325	0:24
16.5%	9100	18.20000000000079	718187.8891754759	4519.160973053426	722707.0501485293	314.08849063641316	18.7318486406792	0.922720456643963	325	0:24
16.6%	9150	18.300000000000736	718207.9467303649	4582.269304127432	722790.2160344924	318.4746146474428	18.873974185477614	0.9157721506693755	324	0:24
16.7%	9200	18.40000000000068	718386.1000666401	4374.480751768686	722760.5808184088	304.03299745986396	18.907269106592217	0.9141595136807339	324	0:24
16.8%	9250	18.500000000000625	718419.8570246508	4255.198601980694	722675.0556266315	295.74270848583274	18.866183613735625	0.9161503081592617	324	0:24
